coin_name,kyc_or_not,audit_or_not,description,current_presale,soft_cap,hard_cap,currency,private_sale_start_time_(UTC),private_sale_end_time_(UTC),date_last_updated,first_release_for_project,vesting_for_project,status,minimum_buy,maximum_buy,website_link
 Meta Tag Games Presale , No , No ," Meta Tag Games is the Newest Metaverse GameFi Launchpad on BSC that will create an e-sport game that will be an avenue of gamers, traders, streamers and influencers for money-making and endless financial possibilities in gaming and crypto. ",0.54 , 25 , 50 , BNB , 2022.06.27 16:00 , 2022.06.30 16:00 , 2023-09-14 , 27% , 60% each 14 days , ended ,0.02, 5 , http://www.meta-arena.io/
 ElonRaid⚡️$ELNR , No , No ," ElonRaid is a community driven project that is born in June 2022 that aims to be highly valuated by Elon Musk. Despite of the ElonRaid project being a fun meme, it also has a purpose. The idea behind ElonRaid will be further driven by the ELNR (All-in-one) platform that is going to be released very soon. Private Sale rate 1BNB = 3M ELNR Presale rate 1BNB = 2M ELNR 🚨You'll get 1M more tokens for 1 BNB if you buy in with the private sale!🚨 ",2.65 , 25 , 50 , BNB , 2022.06.27 09:30 , 2022.07.08 23:30 , 2023-09-14 , 95% , 5% each 1 days , canceled ,0.3, 2 , https://elonraid.com/
 RacewayX , Yes , No , RacewayX is a multi-chain NFT driven strategy-based racing game with blockchain-powered economy and prize pool redistribution contracts. Features includes: ➕Interactive P2E ➕Farming and Staking ➕Token Supports In-Game Economy ➕Collectible NFTs with UTILITY ,4.84 , 45 , 90 , BNB , 2022.06.25 06:00 , 2022.07.03 06:00 , 2023-09-14 , 60% , 20% each 3 days , ended ,1.0, 5 , https://racewayx.com/
 Squidoshi SQDI Private Sale 5% Discount , No , No ," Squidoshi is an underwater 3D NFT play-to-earn game reward ecosystem developed by Softoxan Studios. SQDI holders will benefit from our Dual Rewards (SQDI/BUSD) staking vault with 2 auto-compound features, lottery, node investment-revenue stream for the ecosystem, NFTs & universal NFT staking platform, and more. .✅Major marketing partnership with Blockwiz (top 20 crypto marketer), ✅Dual staking vault ready, ✅ lottery ready, ✅Certik audit planned, ✅Tier 2 CEX listing planned. SQDI private sales = NO VESTING! ","1,277.9006908092797 "," 50,000 "," 100,000 ", BUSD , 2022.06.29 15:00 , 2022.07.01 19:00 , 2023-09-14 , 95% , 5% each 1 days , canceled ,100.0," 1,000 ", https://squidoshi.com/
 Doge Kart Private Sale , Yes , No ," Doge Kart is a new take on your favorite kart games of the past--but with metaverse interaction! Game and dApp fully functional from day 1! In-browser gaming, no need to download any packages! Race friends to win trophies, stake your trophy NFTs to earn $KART! ✅ RACE-2-EARN ✅ Win Races, Mint NFTs, Stake to Earn KART! ✅ Every NFT contract is a lottery-10% of the contract value goes to one lucky holder! ✅ Mint NFT to get on the Whitelist! ✅ KYC/AUDIT ✅ Marketing Starts Immediately! ✅ USA BASED DEV TEAM ",0.200048947647812158 , 22.5 , 45 , BNB , 2022.06.23 06:00 , 2022.06.29 11:00 , 2023-09-14 , 40% , 10% each 7 days , canceled ,0.1, 4 , https://dogekart.io/
 Battle of wizard: The beginning , No , No ," Welcome newbie to the catala institute of wizard! Battle of wizard is a game with turn-based mechanics, in which you can fight vampires and werewolves. You will also have to fight against other wizards from other villages to prevent your town and the catala institute from falling into the wrong hands. Now you just have to read the whole white paper of initiation and embark on the adventure of being the master wizard of the institute. We already have a demo so you can enjoy this great nft game. ",0 , 500 ," 1,000 ", BNB , 2022.06.21 21:31 , 2022.07.04 21:29 , 2023-09-14 , 5% , 20% each 40 days , ended ,0.1, 10 , https://battleofwizard.com/
 Independent Token (IDPD) Private Sale , No , No ," The world today, especially Africa, has become a promised land for digital technologies in recent years. Nevertheless, this continent suffers enormously from inequalities between populations due to the lack of information on the solutions that technology can solve. IDPD wants to remedy this by offering a packaging to facilitate learning in this digital transformation that continues to take power in our daily lives. ",3.250011211129410205 , 15 , 30 , BNB , 2022.06.19 19:00 , 2022.07.03 19:00 , 2023-09-14 , 80% , 20% each 1 days , ended ,0.05, 1 , https://idpd-token.com/
 ERODES ( erode ) , Yes , No , erode'sproject definition :🤔🏆 project erode is simply an idea for many combined projects that aims to solve many problems 🔥 that a lot of people suffer from which is poverty 💎 and from there we have created all these ideas 👑 that will serve an equal purpose for everyone and to achieve extra income💸💰💸 in different ways your the only one who will decide what projects to invest and believe in .🎊🔥🚀🚀 ,"10,937.859032669008 "," 10,000 "," 20,000 ", BUSD , 2022.06.20 00:59 , 2022.06.30 23:59 , 2023-09-14 , 5% , 25% each 5 days , ended ,50.0," 1,000 ", https://www.erodes.org/ar/
 HappyDoge Private Sale , No , No ," This is a community fan token, on this Father's Day, created by ELON's phrase ""Happy Father's Day"" ”, and ELON loved Dogecoin, so we released HappyDoge! ",0 , 100 , 200 , BNB , 2022.06.19 12:00 , 2022.06.21 00:00 , 2023-09-14 , 40% , 20% each 3 days , ended ,0.1, 0.3 , https://t.me/HappyDogeCNY
 Mars Fellows $MAF Private Sale , No , No ," Mars Fellows is the 1st mobile real-time strategy game with Omnichain NFTs which can be sold on multiple marketplaces for crypto and fiat. We create new era in P2E gaming. We took the 3rd place on Metacon Global in Dubai and are fully public with 10 years of experience in software and game development. Our private sale is 3.8x cheaper than IDOs price per token. IDOs will be soon on Arkania, Lightning, Pinksale and other launchpads. Watch our Demo of Gameplay and NFT Marketplace! ","1,079.663065145005 "," 40,000 "," 80,000 ", BUSD , 2022.06.26 14:00 , 2022.07.02 14:00 , 2023-09-14 , 50% , 25% each 2 days , canceled ,50.0," 2,000 ", https://marsfellows.games/
 PRODUCTSHARE PRIVATE SALE , Yes , No ," PRODUCTSHARE(PS) is a decentralized ecommerce platform launching a governance token StakeShare(PSS) after 2 years in stealth mode. So far, we’ve proven our model, launched our marketplace and our stablecoin www.ShareCash.money. Time has come to go public! IDO will fund our public launch & expansion of social channels. Reserve an invite: 1)Join our TG group 2)Create an account on productshare.co (See: docs.productshare.co) Prices: Private Sale: $0.11/PSS (50% off) PreSale:$0.22/PSS Listing Price: $0.27/PSS ","3,586.8293039441064 "," 66,666 "," 122,222 ", USDT , 2022.06.23 11:11 , 2022.07.07 07:07 , 2023-09-14 , 33% , 33% each 3 days , ended ,111.11," 11,111 ", https://productshare.co/
 DragonSlayer $DS PRESALE , No , No ," Dragon Slayer is a full-centering chain, which is released, is based on DS Ecology, and three major treasures! Treasure contains gold, dynamically increased Dragon Slayer! Dragon Slayer means the butcher of the light, and the number of digital amounts is purchased by Swap as the key to open the treasure, looking for the secret wealth of the DS. ","5,000 "," 5,000 "," 5,000 ", USDT , 2022.06.18 15:00 , 2022.06.18 18:00 , 2023-09-14 , 20% , 10% each 8 days , ended ,0.0025, 10 , http://www.d6s8.com/
 Minionsinu - Minionsinu is the best memecoin 2022 inspired from Minions , No , No , Minions is built on a daily leisure activity of most people. We are the first project to bring efficiency to the concept of singing entertainment and earning money. Our team is building a fully-fledged digital music market (Web + Mobile) which helps users relax and earning more money. It is acting as a pioneer in the “Sing to Earn” segment. ,11.20612196 , 750 ," 1,500 ", BNB , 2022.06.16 09:00 , 2022.06.26 09:00 , 2023-09-14 , 80% , 20% each 1 days , canceled ,0.5, 1.5 , https://v2.minionsinu.com/
 Minionverse $MIVRS PreSale 1 , Yes , Yes ," Minionverse is a metaverse of Play-And-Earn NFT games developed by Fuero Games together with Ulti Arena. PreSale Price: $0.02 per $MIVRS. With $100 you can buy 5 000 $MIVRS Tokens! That's 3.3x cheaper than Launch Price! $MIVRS allows you to buy heroes NFT's, stake to get free NFT's and more. $MIVRS Token PreSale1 is open for public! Visit our website minionverse.io for more! 2x Audited by TechRate and Consult! $MIVRS Contract Address (BEP20): 0x14a2d1bcaa96c0e35646413638b1cffed907f6fb ","253,606.06081773766 "," 150,000 "," 300,000 ", BUSD , 2022.06.28 14:00 , 2022.07.05 14:00 , 2023-09-14 , 80% , 20% each 1 days , ended ,50.0," 10,000 ", http://minionverse.io/
 Fancythattoken Seed Sale , No , No ," Fancythattoken is the native token for the I Fancy That brand and the primary payment option through the brand`s own wallet and exchange platforms. By housing the FNCY token, users will have the ability to exchange the token into a multitude of currencies. With the upcoming launch of the ifancythat brand products, such as ifancyaflight, ifancyahotel, and others, the FNCY token will be positioned at the centre of the ecosystem. Private sale investors receive 83.6% discount on IDO price (1token=0.003 USD) ",145 ," 200,000 "," 400,000 ", BUSD , 2022.06.20 09:00 , 2022.07.03 23:00 , 2023-09-14 , 50% , 25% each 7 days , ended ,20.0," 25,000 ", https://www.fancythattoken.io/
 Battle Royal private sale with 20% discount , Yes , No ," Battle Royal is gaming & NFT market place.You can buy NFTs from our NFT Market place and earn money from our platform by playing games. we have our own marketplace,our platform will be based on Binance Smart Chain (BSC),you can buy our NFTs using BNB.We have come up with a special arrangement for you, namely Spin, you can do five free spins per day but you must hold 100$ worth of BRL then you need to connect your wallet. Spin function will be able after the fairlaunch ends.. ",1.5 , 25 , 50 , BNB , 2022.06.15 08:03 , 2022.06.19 07:54 , 2023-09-14 , 80% , 20% each 1 days , canceled ,0.5, 5 , https://royalswar.com/
 Ghost Factory Private sales , No , No ," Ghost Factory provides you a platform to invest in your surreal dreams. Our Innovative platform support you from NFT creation on surreal content and sell them on market place to NFT staking by creation a surreal world full of your night dreams. Mint NFT creations, including dream books, digital art or movies. Token distribution shows current situation locking Team token holders, liquidity lock after pre sale would be announced accordingly ",0 , 65 , 130 , BNB , 2022.06.12 20:30 , 2022.06.24 20:30 , 2023-09-14 , 40% , 20% each 3 days , canceled ,0.5, 3 , https://ghostfactory.net/
 CRYPTO HOME : SEMI-DECENTRALIZED SOCIAL MEDIA PLATFORM FOR CRYPTO LOVERS GLOBALLY , Yes , No ," Hold To Earn, Use To Earn, Play To Earn, And Stake To Earn Platform With The Highest Staking APY On Binance Network. ✅NO BUYING TAX ✅NO SELLING TAX ✅Team KYC by Idopresales 🏷️Buy from the private sales at 50% discount from the launch price ➕ qualify for our airdrop rewards 🗨️Join Our Telegram Group For More Details 💰The funds raised will be used 1. Sign the first partnership 2. Audit 3. CHome Social Media Platform Blueprint 4. Development of Our Mission To The Moon teaser game 5. Fairluanch marketing ",0 ," 30,000 "," 60,000 ", BUSD , 2022.06.21 09:09 , 2022.06.25 23:59 , 2023-09-14 , 50% , 25% each 10 days , canceled ,50.0," 5,000 ", https://cryptohome.space/
 INME RUN PRIVATE SALE WITH 20% DISCOUNT , Yes , No , 👟What will buy now will be extra of the pre-sale price This fund will be used for marketing. Participation is limited. Don't Miss. 20 % extra of token For example If 1 Bnb get = 10000 token You will able to get 12000 token 💊 😎NFT LEGENDARY AND RARE AND EPIC FOR TOP 3 buyer 🔥 ✅ Contract Fully Audited And Team Fully Doxxed & KYC Verified BY PinkSale ✅ - Liquidity locked for 10 years 🔒 CMC IN 24 HOUR AFTER LAUNCH ✅ OUR FIRST PROJECT(INME SWAP) ITS NOW LIVE ON CMC AND ( CEX )ON COINSBIT.IO ✅ ,1.023168475 , 50 , 100 , BNB , 2022.06.09 20:30 , 2022.06.15 20:30 , 2023-09-14 , 40% , 20% each 3 days , ended ,0.5, 2.5 , https://whitepaper.inme.finance/
 Keeswap.com , No , No ," KeeSwap is one of the fastest-growing cryptocurrencies of its kind due to its unique nature. It is a decentralized platform that brings benefits to the crypto world by bridging the gap between crypto and fiat currencies. It also has an automatically rewarding system to reward holders in Binance Pegged USD ($BUSD), a regulated, stablecoin, pegged 1-1 with the US dollar. Due to the use of Binance smart technology, it has up to 10x faster block speed than Ethereum. ",0 ," 450,000 "," 900,000 ", BUSD , 2022.06.07 23:06 , 2022.07.01 23:05 , 2023-09-14 , 10% , 10% each 300 days , canceled ,10.0," 100,000 ", https://www.keeswap.com/
 Reign Of Terror | ROT , No , No ," Reign of Terror is a unique cyberpunk blockchain game on the Smartchain that weaves DeFi staking mechanics and NFTs into every facet of the game including agents who run missions in a squad, some of their equipment and weapons, crafting, lands, and more. (plz check the website). Zero Buy/Sell Tax , there is 75 NFT for first and top 75 buyers . ",0 , 15 , 30 , BNB , 2022.06.07 03:00 , 2022.06.12 21:00 , 2023-09-14 , 50% , 50% each 7 days , canceled ,0.01, 2 , https://reignofterror.xyz/
 RacewayX , Yes , Yes , RacewayX is a multi-chain NFT driven strategy-based racing game with blockchain-powered economy and prize pool redistribution contracts. Features includes: ➕Interactive P2E ➕Farming and Staking ➕Token Supports In-Game Economy ➕Collectible NFTs with UTILITY ,0 ," 30,000 "," 50,000 ", BUSD , 2022.06.06 22:59 , 2022.06.09 23:59 , 2023-09-14 , 70% , 10% each 3 days , canceled ,200.0," 2,000 ", https://racewayx.com/
 INME RUN PRIVATE SALE ROUND 1 , Yes , No , What will buy now will be extra of the pre-sale price This fund will be used for marketing. Participation is limited. Don't Miss. 40 % extra of token For example If 1 Bnb get = 10000 token You will able to get 14000 token 👟💊Round 2 will be only 20% extra so don’t miss round 1 😎NFT LEGENDARY AND RARE AND EPIC FOR TOP 3 buyer 🔥✅ Contract Fully Audited And Team Fully Doxxed & KYC Verified BY PinkSale ✅ - Liquidity locked for 10 years 🔒 ,10.913433530684769779 , 20 , 40 , BNB , 2022.06.06 16:25 , 2022.06.07 20:00 , 2023-09-14 , 40% , 20% each 3 days , canceled ,0.5, 5 , https://inme.finance/
 Catwalk , No , No , Private Sale Address 0x8aCe8d892BE473758caf5d300e040b66Ef9235CB ,0.3 , 100 , 200 , BNB , 2022.06.05 16:00 , 2022.06.12 16:00 , 2023-09-14 , 1% , 99% each 90 days , canceled ,0.2, 2 , https://catwalk.pro/
 GalaxyPig KYC , Yes , No ," 👉 6th June Token Sale ———— 👉 7th June Token List———— Token Sale Rate(1BNB=101694 GalPig)————Token list Rate(1BNB=101694 GalPig) ———— Struggle for liberation, aiming to become the most famous cryptocurrency ",0 , 200 , 295 , BNB , 2022.06.06 15:15 , 2022.06.06 16:00 , 2023-09-14 , 95% , 5% each 1 days , canceled ,0.1, 2 , https://galaxypig.finance/
 CHcapital , No , No ," Character Capital(CHcapital) is a Crypto currency analysis agency ,Sport betting analysis agency and Metaverse Entertainment company. CHC is our token Used to buy nft and service. ",0.1 , 50 , 100 , BNB , 2022.06.04 13:00 , 2022.06.11 12:59 , 2023-09-14 , 20% , 20% each 7 days , canceled ,0.1, 1 , https://chcapital.finance/
 Step-up is a Web3 running app with fun game and social elements , No , No , Step-up is a Web3 wellness App with Game-fi and social-fi functionality integrated in. ✅Features Move to Earn✅ Super-Hyped whitelist presale ✅Working product available on iOS and Android stores ✅Alpha version live on Launch Users earn rewards from launch Exciting Marketing plans upcoming ✅Vastly Experienced and Knowledgeable team ✅CEX listing plans in details ✅CERTIK Audit Incoming ,0 , 75 , 150 , BNB , 2022.06.02 09:00 , 2022.06.08 23:36 , 2023-09-14 , 50% , 50% each 4 days , canceled ,0.5, 3 , https://stepupnow.io/
 STEPUP- A web3 running app with fun game and social elements , No , No , Step-up is a Web3 wellness App with Game-fi and social-fi functionality integrated in. ✅Features Move to Earn✅ Super-Hyped whitelist presale ✅Working product available on iOS and Android stores ✅Alpha version live on Launch Users earn rewards from launch Exciting Marketing plans upcoming ✅Vastly Experienced and Knowledgeable team ✅CEX listing plans in details ✅CERTIK Audit Incoming ,0 , 75 , 150 , BNB , 2022.06.02 09:00 , 2022.06.06 08:15 , 2023-09-14 , 50% , 50% each 4 days , canceled ,0.5, 3 , https://stepupnow.io/
 LaunchVerse XLV - , Yes , No ," XLV is the first cryptocurrency which reflects IDO tokens from the best performing Launchpads, NFTs and XLV to holders as redistribution. 20% discounted price on Private Sale ! In addition, LaunchVerse is the first crypto platform providing Launchpads' statistics, upcoming IDOs and events for user comparison, it's also aiming to build a tool where everyone can track & see profits and losses on their investments no matter where they made it at, in one single platform. ",0.6 , 150 , 300 , BNB , 2022.06.02 12:30 , 2022.06.17 22:00 , 2023-09-14 , 50% , 50% each 1 days , canceled ,0.2, 10 , https://launchverse.space/
 Blockombat , Yes , No ," BlocKombat is a P2E (play to earn) 3D multichain, GameFi ecosystem with NFTs rewards with the aim of revolutionizing the GameFi industry and further drive the adoption of crypto and play to earn in the gaming industry. Team is fully Doxxed ✅ and KYC ✅ approved by Pinksale, We also plan to list on Top exchanges including Binance & KuCoin, after pancake listing. This is going to be one of the biggest game project in the space, as we intend to make it go viral by partnering with big names in the space ",0 , 25 , 50 , BNB , 2022.06.01 15:00 , 2022.06.04 15:00 , 2023-09-14 , 50% , 10% each 1 days , canceled ,0.5, 5 , https://blockombat.com/
 Minionverse $MIVRS Private Sale , Yes , No ," Minionverse is a metaverse of Free-to-Play, Play-to-Earn NFT games developed by Fuero Games together with Ulti Arena. Private Sale 1 Price: $0.01 per $MIVRS. With $100 you can buy 10 000 $MIVRS Tokens! That's 50% Cheaper than next PreSale round and 6.5x cheaper than Launch Price! $MIVRS allows you to buy heroes NFT's, stake to get free NFT's and more. Whitelist now in order to participate in $MIVRS Token Private Sale! Visit our website! ","100,000 "," 50,000 "," 100,000 ", BUSD , 2022.06.14 14:00 , 2022.06.21 14:00 , 2023-09-14 , 50% , 25% each 2 days , ended ,50.0," 2,000 ", http://minionverse.io/
 Minionverse Private Sale , No , No ," Minionverse is a metaverse of Free-to-Play, Play-to-Earn NFT games developed by Fuero Games together with Ulti Arena. Private Sale 1 Price: $0.01 per $MIVRS 1 $BNB is approx. 30 000 $MIVRS (if BNB = $300) Launching on Binance Smart Chain, the game will be available on desktop, web, Android, and iOS! The in-game currency is called $MIVRS. The Token will be used throughout all games in the Minionverse! Whitelist now in order to participate in $MIVRS Token Private Sale! Visit our website! ",0 , 175 , 350 , BNB , 2022.06.15 14:00 , 2022.06.22 14:00 , 2023-09-14 , 50% , 25% each 3 days , canceled ,0.1, 5 , http://minionverse.io/
 LIKO (Private) , No , No ," The LIKO token was created specifically for the crypto-social network Liko. Users of which will exchange, share, donate and sponsor LIKO tokens to other users. Also, with the help of the token, users can develop their advertising products, such as creating their own online store, creating advertising companies for their brand or simply customizing their profile. Private sale price 1 BNB = 10000 LIKO Presale price will be 1 BNB = 6000 LIKO All this fund will be used for marketing. Amount limited. Don't miss! ",2 , 25 , 50 , BNB , 2022.06.01 00:00 , 2022.06.05 23:59 , 2023-09-14 , 50% , 25% each 4 days , ended ,0.5, 4 , https://token.lik-tok.com/
 Roam - The DeFi platform for unparalleled freedom and exceptional living | 1st Seed Round , No , No ," 1st Seed Round gets 20% bonus from the TGE rate. • ROAM Token is the currency token for the Roam eco-system. ROAM provides access to Roam subscription services, payment for services, and the opportunity to mint ROAM NFT. •Pitchdeck: https://roamspaces.co/Roam_E1_Pitchdeck.pdf •Unit Walk-around 🔥 👉 https://youtu.be/6eg0E_aCH_g •Linktree: https://linktr.ee/RoamSpaces •Partners: -Roombus - https://roombus.com -Legacy Capital Venture - https://linktr.ee/LegacyCapital ",0.3 , 100 , 100 , BNB , 2022.05.30 14:30 , 2022.06.02 14:30 , 2023-09-14 , 50% , 50% each 1 days , ended ,0.1, 10 , https://roamspaces.co/
 BNB1 , No , No , Private Sale Address 0x076315502d0a76Ab346379dac9e16d358a90d153 ,0.002 , 0.001 , 0.002 , BNB , 2022.05.29 22:01 , 2022.05.31 21:59 , 2023-09-14 , 50% , 20% each 1 days , filled ,0.0001, 0.002 , http://google.com/
 MetaF1 Private Sale , Yes , No , Pre-sale starts on June 4th. You can buy it for half the pre-sale price. Private Sale: 1$F1T=$0.05 PreSale: 1$F1T=$0.1 Launch: 1$F1T=$0.11 Launch: June 5. This fund will be used for marketing. Participation is limited. Don't Miss. ,"10,000 "," 5,000 "," 10,000 ", BUSD , 2022.05.29 17:00 , 2022.06.02 13:00 , 2023-09-14 , 40% , 10% each 10 days , ended ,100.0," 2,000 ", https://metaf1.io/
